"anon","ruletype","sequence","rule","rt_in_seconds","answer","response","accuracy"
1,"xkc","7, 17, 27, 37, 47, 57, ","Add 10 to each number",4.574,"67","67",TRUE
1,"sumtwo","11, 12, 23, 35, 58, 93, ","Sum the last two numbers",7245.409,"151","100",FALSE
1,"xkc","6, 11, 16, 21, 26, 31, ","Add 5 to each number",4.197,"36","36",TRUE
1,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",5.206,"47","47",TRUE
1,"xkc","5, 8, 11, 14, 17, 20, ","Add 3 to each number",3.084,"23","23",TRUE
1,"xkc","10, 12, 14, 16, 18, 20, ","Add 2 to each number",2.793,"22","22",TRUE
1,"xkc","4, 6, 8, 10, 12, 14, ","Add 2 to each number",3.58,"16","16",TRUE
1,"xkc","10, 19, 28, 37, 46, 55, ","Add 9 to each number",4.613,"64","64",TRUE
1,"xkc","1, 4, 7, 10, 13, 16, ","Add 3 to each number",2.897,"19","19",TRUE
1,"xkc","4, 5, 6, 7, 8, 9, ","Add 1 to each number",3.366,"10","10",TRUE
1,"xkc","3, 12, 21, 30, 39, 48, ","Add 9 to each number",4.4,"57","55",FALSE
1,"xkc","1, 2, 3, 4, 5, 6, ","Add 1 to each number",4.53,"7","7",TRUE
1,"xkc","8, 17, 26, 35, 44, 53, ","Add 9 to each number",12.634,"62","62",TRUE
1,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",3.51,"47","47",TRUE
1,"xkc","7, 10, 13, 16, 19, 22, ","Add 3 to each number",3.877,"25","25",TRUE
1,"sumtwo","11, 12, 23, 35, 58, 93, ","Sum the last two numbers",3.976,"151","112",FALSE
1,"xkc","5, 6, 7, 8, 9, 10, ","Add 1 to each number",3.864,"11","11",TRUE
1,"xkc","10, 14, 18, 22, 26, 30, ","Add 4 to each number",2.506,"34","34",TRUE
1,"xkc","9, 17, 25, 33, 41, 49, ","Add 8 to each number",7.033,"57","57",TRUE
1,"xkc","9, 13, 17, 21, 25, 29, ","Add 4 to each number",48.028,"33","33",TRUE
1,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",4.113,"68","68",TRUE
1,"xkc","9, 18, 27, 36, 45, 54, ","Add 9 to each number",3.397,"63","63",TRUE
1,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",4.464,"37","37",TRUE
1,"xkc","9, 14, 19, 24, 29, 34, ","Add 5 to each number",4.482,"39","39",TRUE
1,"sumtwo","12, 17, 29, 46, 75, 121, ","Sum the last two numbers",3.92,"196","126",FALSE
1,"xkc","1, 4, 7, 10, 13, 16, ","Add 3 to each number",5.083,"19","19",TRUE
2,"sumtwo","10, 19, 29, 48, 77, 125, ","Sum the last two numbers",232.405,"202","202",TRUE
2,"sumtwo","6, 9, 15, 24, 39, 63, ","Sum the last two numbers",123.952,"102","102",TRUE
2,"xkc","5, 6, 7, 8, 9, 10, ","Add 1 to each number",11.954,"11","11",TRUE
2,"xkc","4, 8, 12, 16, 20, 24, ","Add 4 to each number",14.93,"28","28",TRUE
2,"sumtwo","7, 9, 16, 25, 41, 66, ","Sum the last two numbers",18.954,"107","107",TRUE
2,"xkc","4, 5, 6, 7, 8, 9, ","Add 1 to each number",16.347,"10","10",TRUE
2,"sumtwo","17, 19, 36, 55, 91, 146, ","Sum the last two numbers",44.485,"237","237",TRUE
2,"sumtwo","14, 20, 34, 54, 88, 142, ","Sum the last two numbers",135.365,"230","230",TRUE
2,"sumtwo","12, 13, 25, 38, 63, 101, ","Sum the last two numbers",17.95,"164","164",TRUE
2,"sumtwo","14, 16, 30, 46, 76, 122, ","Sum the last two numbers",28.956,"198","198",TRUE
2,"sumtwo","11, 13, 24, 37, 61, 98, ","Sum the last two numbers",21.845,"159","159",TRUE
2,"sumtwo","11, 11, 22, 33, 55, 88, ","Sum the last two numbers",48.319,"143","143",TRUE
2,"sumtwo","2, 5, 7, 12, 19, 31, ","Sum the last two numbers",17.009,"50","50",TRUE
2,"sumtwo","1, 3, 4, 7, 11, 18, ","Sum the last two numbers",18.41,"29","29",TRUE
2,"sumtwo","6, 10, 16, 26, 42, 68, ","Sum the last two numbers",28.521,"110","110",TRUE
2,"sumtwo","10, 11, 21, 32, 53, 85, ","Sum the last two numbers",26.57,"138","138",TRUE
2,"sumtwo","12, 12, 24, 36, 60, 96, ","Sum the last two numbers",32.486,"156","126",FALSE
2,"sumtwo","7, 18, 25, 43, 68, 111, ","Sum the last two numbers",51.984,"179","179",TRUE
2,"sumtwo","2, 19, 21, 40, 61, 101, ","Sum the last two numbers",32.505,"162","162",TRUE
2,"xkc","5, 13, 21, 29, 37, 45, ","Add 8 to each number",22.072,"53","53",TRUE
2,"sumtwo","7, 19, 26, 45, 71, 116, ","Sum the last two numbers",54.936,"187","187",TRUE
2,"sumtwo","6, 14, 20, 34, 54, 88, ","Sum the last two numbers",25.132,"142","142",TRUE
2,"sumtwo","3, 4, 7, 11, 18, 29, ","Sum the last two numbers",31.061,"47","47",TRUE
2,"sumtwo","7, 11, 18, 29, 47, 76, ","Sum the last two numbers",26.504,"123","123",TRUE
2,"sumtwo","1, 3, 4, 7, 11, 18, ","Sum the last two numbers",13.504,"29","29",TRUE
2,"sumtwo","6, 19, 25, 44, 69, 113, ","Sum the last two numbers",42.728,"182","182",TRUE
2,"sumtwo","1, 2, 3, 5, 8, 13, ","Sum the last two numbers",11.253,"21","21",TRUE
2,"sumtwo","11, 14, 25, 39, 64, 103, ","Sum the last two numbers",24.814,"167","167",TRUE
2,"sumtwo","12, 19, 31, 50, 81, 131, ","Sum the last two numbers",30.665,"212","212",TRUE
2,"sumtwo","13, 19, 32, 51, 83, 134, ","Sum the last two numbers",61.304,"217","217",TRUE
2,"sumtwo","6, 16, 22, 38, 60, 98, ","Sum the last two numbers",32.486,"158","158",TRUE
2,"sumtwo","16, 19, 35, 54, 89, 143, ","Sum the last two numbers",50.107,"232","232",TRUE
2,"sumtwo","5, 5, 10, 15, 25, 40, ","Sum the last two numbers",13.336,"65","65",TRUE
2,"sumtwo","2, 5, 7, 12, 19, 31, ","Sum the last two numbers",14.15,"50","50",TRUE
2,"sumtwo","2, 9, 11, 20, 31, 51, ","Sum the last two numbers",19.316,"82","82",TRUE
2,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",55.833,"43","43",TRUE
2,"sumtwo","3, 20, 23, 43, 66, 109, ","Sum the last two numbers",42.852,"175","175",TRUE
2,"sumtwo","10, 20, 30, 50, 80, 130, ","Sum the last two numbers",20.436,"210","210",TRUE
2,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",11.286,"62","62",TRUE
2,"sumtwo","13, 19, 32, 51, 83, 134, ","Sum the last two numbers",58.374,"217","217",TRUE
2,"sumtwo","4, 5, 9, 14, 23, 37, ","Sum the last two numbers",16.242,"60","60",TRUE
2,"sumtwo","4, 4, 8, 12, 20, 32, ","Sum the last two numbers",16.948,"52","52",TRUE
2,"sumtwo","1, 11, 12, 23, 35, 58, ","Sum the last two numbers",20.355,"93","93",TRUE
2,"sumtwo","8, 19, 27, 46, 73, 119, ","Sum the last two numbers",59.124,"192","192",TRUE
2,"sumtwo","3, 14, 17, 31, 48, 79, ","Sum the last two numbers",29.942,"127","127",TRUE
2,"sumtwo","6, 10, 16, 26, 42, 68, ","Sum the last two numbers",26.985,"110","110",TRUE
2,"sumtwo","7, 14, 21, 35, 56, 91, ","Sum the last two numbers",34.683,"147","147",TRUE
2,"sumtwo","5, 6, 11, 17, 28, 45, ","Sum the last two numbers",26.045,"73","73",TRUE
2,"sumtwo","2, 17, 19, 36, 55, 91, ","Sum the last two numbers",26.434,"146","146",TRUE
2,"sumtwo","4, 11, 15, 26, 41, 67, ","Sum the last two numbers",24.05,"108","108",TRUE
3,"sumtwo","3, 9, 12, 21, 33, 54, ","Sum the last two numbers",29.774,"87","87",TRUE
3,"sumtwo","3, 15, 18, 33, 51, 84, ","Sum the last two numbers",63.271,"135","135",TRUE
3,"sumtwo","6, 12, 18, 30, 48, 78, ","Sum the last two numbers",32.133,"126","126",TRUE
3,"sumtwo","7, 12, 19, 31, 50, 81, ","Sum the last two numbers",25.083,"131","131",TRUE
3,"sumtwo","14, 15, 29, 44, 73, 117, ","Sum the last two numbers",33.343,"190","190",TRUE
3,"sumtwo","3, 9, 12, 21, 33, 54, ","Sum the last two numbers",28.347,"87","87",TRUE
3,"sumtwo","3, 8, 11, 19, 30, 49, ","Sum the last two numbers",23.846,"79","79",TRUE
3,"sumtwo","1, 12, 13, 25, 38, 63, ","Sum the last two numbers",30.365,"101","101",TRUE
3,"sumtwo","9, 16, 25, 41, 66, 107, ","Sum the last two numbers",25.514,"173","173",TRUE
3,"sumtwo","6, 17, 23, 40, 63, 103, ","Sum the last two numbers",30.844,"166","166",TRUE
3,"sumtwo","4, 12, 16, 28, 44, 72, ","Sum the last two numbers",21.554,"116","116",TRUE
3,"sumtwo","6, 8, 14, 22, 36, 58, ","Sum the last two numbers",30.521,"94","94",TRUE
3,"xkc","2, 7, 12, 17, 22, 27, ","Add 5 to each number",27.481,"32","32",TRUE
3,"xkc","2, 7, 12, 17, 22, 27, ","Add 5 to each number",17.221,"32","32",TRUE
3,"sumtwo","8, 12, 20, 32, 52, 84, ","Sum the last two numbers",32.943,"136","136",TRUE
3,"sumtwo","5, 16, 21, 37, 58, 95, ","Sum the last two numbers",24.374,"153","153",TRUE
3,"sumtwo","13, 18, 31, 49, 80, 129, ","Sum the last two numbers",32.709,"209","209",TRUE
3,"sumtwo","10, 19, 29, 48, 77, 125, ","Sum the last two numbers",33.501,"202","202",TRUE
3,"sumtwo","9, 10, 19, 29, 48, 77, ","Sum the last two numbers",30.363,"125","125",TRUE
3,"sumtwo","15, 15, 30, 45, 75, 120, ","Sum the last two numbers",23.844,"195","195",TRUE
3,"sumtwo","17, 17, 34, 51, 85, 136, ","Sum the last two numbers",27.205,"221","221",TRUE
3,"sumtwo","3, 5, 8, 13, 21, 34, ","Sum the last two numbers",29.421,"55","55",TRUE
3,"sumtwo","12, 20, 32, 52, 84, 136, ","Sum the last two numbers",21.388,"220","220",TRUE
3,"sumtwo","4, 9, 13, 22, 35, 57, ","Sum the last two numbers",28.368,"92","92",TRUE
3,"xkc","9, 19, 29, 39, 49, 59, ","Add 10 to each number",32.422,"69","69",TRUE
3,"sumtwo","11, 11, 22, 33, 55, 88, ","Sum the last two numbers",31.588,"143","99",FALSE
3,"sumtwo","10, 12, 22, 34, 56, 90, ","Sum the last two numbers",26.083,"146","146",TRUE
3,"sumtwo","2, 7, 9, 16, 25, 41, ","Sum the last two numbers",23.388,"66","66",TRUE
3,"sumtwo","2, 8, 10, 18, 28, 46, ","Sum the last two numbers",21.182,"74","74",TRUE
3,"sumtwo","5, 13, 18, 31, 49, 80, ","Sum the last two numbers",31.291,"129","129",TRUE
3,"xkc","8, 13, 18, 23, 28, 33, ","Add 5 to each number",25.11,"38","38",TRUE
3,"sumtwo","7, 10, 17, 27, 44, 71, ","Sum the last two numbers",25.646,"115","115",TRUE
3,"sumtwo","6, 20, 26, 46, 72, 118, ","Sum the last two numbers",23.019,"190","190",TRUE
3,"sumtwo","7, 16, 23, 39, 62, 101, ","Sum the last two numbers",26.53,"163","163",TRUE
3,"sumtwo","10, 16, 26, 42, 68, 110, ","Sum the last two numbers",21.057,"178","178",TRUE
3,"sumtwo","6, 9, 15, 24, 39, 63, ","Sum the last two numbers",31.437,"102","102",TRUE
3,"sumtwo","1, 19, 20, 39, 59, 98, ","Sum the last two numbers",17.186,"157","157",TRUE
3,"sumtwo","10, 18, 28, 46, 74, 120, ","Sum the last two numbers",17.041,"194","194",TRUE
3,"sumtwo","2, 19, 21, 40, 61, 101, ","Sum the last two numbers",15.586,"162","162",TRUE
3,"sumtwo","2, 9, 11, 20, 31, 51, ","Sum the last two numbers",24.567,"82","82",TRUE
3,"sumtwo","2, 11, 13, 24, 37, 61, ","Sum the last two numbers",17.642,"98","98",TRUE
3,"sumtwo","6, 16, 22, 38, 60, 98, ","Sum the last two numbers",20.147,"158","158",TRUE
3,"sumtwo","11, 20, 31, 51, 82, 133, ","Sum the last two numbers",20.466,"215","215",TRUE
3,"sumtwo","14, 17, 31, 48, 79, 127, ","Sum the last two numbers",29.018,"206","206",TRUE
3,"sumtwo","5, 15, 20, 35, 55, 90, ","Sum the last two numbers",16.959,"145","145",TRUE
3,"sumtwo","12, 15, 27, 42, 69, 111, ","Sum the last two numbers",21.463,"180","180",TRUE
3,"xkc","4, 9, 19, 39, 79, 159, ","Multiply by 2 and add 1",84.352,"319","319",TRUE
3,"sumtwo","5, 16, 21, 37, 58, 95, ","Sum the last two numbers",32.18,"153","153",TRUE
3,"sumtwo","5, 15, 20, 35, 55, 90, ","Sum the last two numbers",40.434,"145","145",TRUE
3,"xkc","1, 9, 17, 25, 33, 41, ","Add 8 to each number",77.988,"49","49",TRUE
4,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",23.17,"50","56",FALSE
4,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",5.221,"50","56",FALSE
4,"xkc","8, 16, 24, 32, 40, 48, ","Add 8 to each number",12.139,"56","55",FALSE
4,"xkc","9, 12, 15, 18, 21, 24, ","Add 3 to each number",14.77,"27","31",FALSE
4,"xkc","3, 12, 21, 30, 39, 48, ","Add 9 to each number",5.055,"57","76",FALSE
4,"xkc","5, 7, 9, 11, 13, 15, ","Add 2 to each number",5.11,"17","55",FALSE
4,"sumtwo","11, 13, 24, 37, 61, 98, ","Sum the last two numbers",6.099,"159","100",FALSE
4,"xkc","6, 7, 8, 9, 10, 11, ","Add 1 to each number",4.199,"12","13",FALSE
4,"xkc","6, 9, 12, 15, 18, 21, ","Add 3 to each number",4.521,"24","20",FALSE
4,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",6.43,"50","38",FALSE
4,"sumtwo","4, 6, 10, 16, 26, 42, ","Sum the last two numbers",4.452,"68","70",FALSE
4,"xkc","10, 20, 30, 40, 50, 60, ","Add 10 to each number",4.671,"70","65",FALSE
4,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",13.714,"43","32",FALSE
4,"xkc","10, 16, 22, 28, 34, 40, ","Add 6 to each number",4.78,"46","45",FALSE
4,"sumtwo","13, 16, 29, 45, 74, 119, ","Sum the last two numbers",6.172,"193","130",FALSE
4,"xkc","5, 14, 23, 32, 41, 50, ","Add 9 to each number",47.913,"59","65",FALSE
4,"xkc","8, 9, 10, 11, 12, 13, ","Add 1 to each number",4.939,"14","21",FALSE
4,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",3.792,"50","40",FALSE
4,"sumtwo","1, 13, 14, 27, 41, 68, ","Sum the last two numbers",4.875,"109","70",FALSE
4,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",3.555,"32","32",TRUE
4,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",4.664,"27","32",FALSE
4,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",4.693,"68","64",FALSE
4,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",5.152,"28","34",FALSE
4,"xkc","8, 16, 24, 32, 40, 48, ","Add 8 to each number",5.471,"56","54",FALSE
4,"xkc","7, 15, 23, 31, 39, 47, ","Add 8 to each number",9.853,"55","49",FALSE
4,"xkc","8, 17, 26, 35, 44, 53, ","Add 9 to each number",5.584,"62","63",FALSE
4,"xkc","3, 13, 23, 33, 43, 53, ","Add 10 to each number",6.068,"63","56",FALSE
4,"xkc","2, 11, 20, 29, 38, 47, ","Add 9 to each number",4.419,"56","50",FALSE
4,"xkc","1, 3, 7, 15, 31, 63, ","Multiply by 2 and add 1",5.025,"127","70",FALSE
4,"xkc","7, 15, 23, 31, 39, 47, ","Add 8 to each number",6.438,"55","56",FALSE
4,"xkc","6, 10, 14, 18, 22, 26, ","Add 4 to each number",4.929,"30","28",FALSE
4,"xkc","5, 10, 15, 20, 25, 30, ","Add 5 to each number",4.152,"35","34",FALSE
4,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",5.691,"62","58",FALSE
4,"xkc","8, 17, 26, 35, 44, 53, ","Add 9 to each number",11.134,"62","60",FALSE
4,"xkc","7, 14, 21, 28, 35, 42, ","Add 7 to each number",8.463,"49","48",FALSE
4,"xkc","6, 16, 26, 36, 46, 56, ","Add 10 to each number",4.678,"66","65",FALSE
4,"sumtwo","14, 18, 32, 50, 82, 132, ","Sum the last two numbers",22.54,"214","138",FALSE
4,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",9.124,"37","42",FALSE
4,"xkc","4, 11, 18, 25, 32, 39, ","Add 7 to each number",3.721,"46","43",FALSE
4,"sumtwo","3, 9, 12, 21, 33, 54, ","Sum the last two numbers",3.768,"87","63",FALSE
4,"xkc","3, 13, 23, 33, 43, 53, ","Add 10 to each number",5.866,"63","60",FALSE
4,"xkc","1, 7, 13, 19, 25, 31, ","Add 6 to each number",4.746,"37","41",FALSE
4,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",3.825,"47","42",FALSE
4,"xkc","8, 16, 24, 32, 40, 48, ","Add 8 to each number",4.041,"56","56",TRUE
4,"xkc","4, 12, 20, 28, 36, 44, ","Add 8 to each number",4.036,"52","54",FALSE
4,"xkc","2, 5, 8, 11, 14, 17, ","Add 3 to each number",3.375,"20","19",FALSE
4,"xkc","10, 12, 14, 16, 18, 20, ","Add 2 to each number",4.201,"22","24",FALSE
4,"xkc","5, 11, 17, 23, 29, 35, ","Add 6 to each number",4.326,"41","38",FALSE
4,"xkc","7, 8, 9, 10, 11, 12, ","Add 1 to each number",5.801,"13","16",FALSE
4,"xkc","9, 12, 15, 18, 21, 24, ","Add 3 to each number",4.395,"27","32",FALSE
5,"xkc","7, 15, 23, 31, 39, 47, ","Add 8 to each number",20.129,"55","55",TRUE
5,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",5.873,"8","8",TRUE
5,"xkc","10, 17, 24, 31, 38, 45, ","Add 7 to each number",5.558,"52","52",TRUE
5,"sumtwo","11, 18, 29, 47, 76, 123, ","Sum the last two numbers",26.092,"199","152",FALSE
5,"xkc","4, 14, 24, 34, 44, 54, ","Add 10 to each number",8.71,"64","64",TRUE
5,"xkc","8, 10, 12, 14, 16, 18, ","Add 2 to each number",7.033,"20","20",TRUE
5,"xkc","3, 10, 17, 24, 31, 38, ","Add 7 to each number",7.1,"45","45",TRUE
5,"xkc","10, 16, 22, 28, 34, 40, ","Add 6 to each number",7.287,"46","46",TRUE
5,"xkc","9, 11, 13, 15, 17, 19, ","Add 2 to each number",5.126,"21","21",TRUE
5,"xkc","8, 10, 12, 14, 16, 18, ","Add 2 to each number",4.226,"20","20",TRUE
5,"xkc","6, 8, 10, 12, 14, 16, ","Add 2 to each number",6.615,"18","18",TRUE
5,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",7.293,"13","13",TRUE
5,"sumtwo","9, 14, 23, 37, 60, 97, ","Sum the last two numbers",90.408,"157","148",FALSE
5,"xkc","5, 14, 23, 32, 41, 50, ","Add 9 to each number",15.373,"59","59",TRUE
5,"sumtwo","15, 16, 31, 47, 78, 125, ","Sum the last two numbers",41.532,"203","200",FALSE
5,"xkc","2, 5, 8, 11, 14, 17, ","Add 3 to each number",6.817,"20","20",TRUE
5,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",5.613,"27","27",TRUE
5,"xkc","9, 17, 25, 33, 41, 49, ","Add 8 to each number",6.427,"57","57",TRUE
5,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",117.638,"37","37",TRUE
5,"xkc","2, 6, 10, 14, 18, 22, ","Add 4 to each number",12.37,"26","26",TRUE
5,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",5.957,"25","25",TRUE
5,"xkc","2, 7, 12, 17, 22, 27, ","Add 5 to each number",3.999,"32","32",TRUE
5,"xkc","3, 10, 17, 24, 31, 38, ","Add 7 to each number",3.814,"45","45",TRUE
5,"xkc","8, 9, 10, 11, 12, 13, ","Add 1 to each number",3.956,"14","14",TRUE
5,"xkc","7, 15, 23, 31, 39, 47, ","Add 8 to each number",8.522,"55","53",FALSE
5,"xkc","9, 14, 19, 24, 29, 34, ","Add 5 to each number",5.627,"39","39",TRUE
5,"sumtwo","3, 10, 13, 23, 36, 59, ","Sum the last two numbers",480.078,"95","62",FALSE
5,"xkc","7, 14, 21, 28, 35, 42, ","Add 7 to each number",20.4,"49","49",TRUE
5,"xkc","6, 12, 18, 24, 30, 36, ","Add 6 to each number",4.41,"42","42",TRUE
5,"xkc","4, 12, 20, 28, 36, 44, ","Add 8 to each number",6.45,"52","52",TRUE
5,"xkc","5, 8, 11, 14, 17, 20, ","Add 3 to each number",4.207,"23","23",TRUE
5,"sumtwo","8, 16, 24, 40, 64, 104, ","Sum the last two numbers",5.389,"168","144",FALSE
5,"xkc","5, 10, 15, 20, 25, 30, ","Add 5 to each number",4.135,"35","35",TRUE
5,"xkc","3, 8, 13, 18, 23, 28, ","Add 5 to each number",4.12,"33","33",TRUE
5,"xkc","8, 11, 14, 17, 20, 23, ","Add 3 to each number",10934.158,"26","26",TRUE
5,"xkc","3, 11, 19, 27, 35, 43, ","Add 8 to each number",585.773,"51","51",TRUE
5,"xkc","1, 10, 19, 28, 37, 46, ","Add 9 to each number",11.333,"55","55",TRUE
5,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",4.317,"68","68",TRUE
5,"xkc","6, 11, 16, 21, 26, 31, ","Add 5 to each number",8.836,"36","36",TRUE
5,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",11.37,"50","50",TRUE
5,"sumtwo","2, 3, 5, 8, 13, 21, ","Sum the last two numbers",23.883,"34","29",FALSE
5,"xkc","7, 14, 21, 28, 35, 42, ","Add 7 to each number",16.759,"49","49",TRUE
5,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",5.077,"15","15",TRUE
5,"xkc","4, 12, 20, 28, 36, 44, ","Add 8 to each number",213.472,"52","52",TRUE
5,"xkc","10, 20, 30, 40, 50, 60, ","Add 10 to each number",4.633,"70","70",TRUE
5,"xkc","5, 15, 25, 35, 45, 55, ","Add 10 to each number",4.246,"65","65",TRUE
5,"xkc","8, 9, 10, 11, 12, 13, ","Add 1 to each number",5.524,"14","14",TRUE
5,"xkc","5, 6, 7, 8, 9, 10, ","Add 1 to each number",3.44,"11","11",TRUE
5,"xkc","9, 12, 15, 18, 21, 24, ","Add 3 to each number",4.221,"27","27",TRUE
5,"xkc","8, 16, 24, 32, 40, 48, ","Add 8 to each number",5.902,"56","56",TRUE
6,"sumtwo","4, 10, 14, 24, 38, 62, ","Sum the last two numbers",145.816,"100","100",TRUE
6,"sumtwo","11, 14, 25, 39, 64, 103, ","Sum the last two numbers",124.336,"167","167",TRUE
6,"sumtwo","16, 17, 33, 50, 83, 133, ","Sum the last two numbers",29.449,"216","216",TRUE
6,"sumtwo","14, 19, 33, 52, 85, 137, ","Sum the last two numbers",64.325,"222","222",TRUE
6,"sumtwo","1, 2, 3, 5, 8, 13, ","Sum the last two numbers",11.24,"21","21",TRUE
6,"sumtwo","8, 18, 26, 44, 70, 114, ","Sum the last two numbers",13.121,"184","184",TRUE
6,"sumtwo","7, 10, 17, 27, 44, 71, ","Sum the last two numbers",10.536,"115","115",TRUE
6,"xkc","1, 7, 13, 19, 25, 31, ","Add 6 to each number",16.827,"37","56",FALSE
6,"sumtwo","4, 17, 21, 38, 59, 97, ","Sum the last two numbers",31.909,"156","156",TRUE
6,"sumtwo","10, 16, 26, 42, 68, 110, ","Sum the last two numbers",18.728,"178","178",TRUE
6,"sumtwo","4, 5, 9, 14, 23, 37, ","Sum the last two numbers",19.001,"60","60",TRUE
6,"sumtwo","7, 19, 26, 45, 71, 116, ","Sum the last two numbers",74.823,"187","187",TRUE
6,"sumtwo","5, 7, 12, 19, 31, 50, ","Sum the last two numbers",21.049,"81","81",TRUE
6,"sumtwo","1, 9, 10, 19, 29, 48, ","Sum the last two numbers",19.109,"77","77",TRUE
6,"sumtwo","16, 17, 33, 50, 83, 133, ","Sum the last two numbers",17.365,"216","216",TRUE
6,"sumtwo","13, 17, 30, 47, 77, 124, ","Sum the last two numbers",14.649,"201","201",TRUE
6,"sumtwo","11, 15, 26, 41, 67, 108, ","Sum the last two numbers",28.011,"175","175",TRUE
6,"sumtwo","9, 10, 19, 29, 48, 77, ","Sum the last two numbers",16.647,"125","125",TRUE
6,"sumtwo","2, 20, 22, 42, 64, 106, ","Sum the last two numbers",17.5,"170","170",TRUE
6,"sumtwo","2, 13, 15, 28, 43, 71, ","Sum the last two numbers",12.832,"114","114",TRUE
6,"sumtwo","7, 19, 26, 45, 71, 116, ","Sum the last two numbers",12.854,"187","187",TRUE
6,"sumtwo","8, 18, 26, 44, 70, 114, ","Sum the last two numbers",13.977,"184","184",TRUE
6,"sumtwo","12, 12, 24, 36, 60, 96, ","Sum the last two numbers",13.027,"156","156",TRUE
6,"sumtwo","4, 11, 15, 26, 41, 67, ","Sum the last two numbers",9.988,"108","108",TRUE
6,"xkc","7, 17, 27, 37, 47, 57, ","Add 10 to each number",6.88,"67","67",TRUE
6,"sumtwo","1, 19, 20, 39, 59, 98, ","Sum the last two numbers",16.121,"157","157",TRUE
